Goal,X,Y,C,Distance,Angle
1,26,37,13.0,28.577832318074794,0.24382048237694218
1,5,48,2.0,5.408558033339386,1.179460127203922
0,9,59,9.0,11.114180131705622,0.5608366482848695
0,9,25,25.0,18.798005213319843,0.20073106469545723
0,11,60,10.0,13.253395791267987,0.4803553470515795
0,3,40,10.0,7.223053370978232,0.536463366670397
0,22,50,0.0,23.1,0.31427070504979715
1,12,55,5.0,13.012397934277908,0.5341519416725077
0,11,69,19.0,16.909316958410827,0.3008128276935503
0,21,50,0.0,22.05,0.3289734362229828
1,28,44,6.0,29.65754541427864,0.24352688777515585
0,31,22,28.0,37.29266013574253,0.17129385589795754
0,12,64,14.0,15.542522317822161,0.3841365349484985
0,13,63,13.0,16.05381574579701,0.3881962225284794
0,28,49,1.0,29.40718449630974,0.24758725636527962
0,18,38,12.0,20.446271053666482,0.32943325020506264
0,30,76,26.0,35.747167719974684,0.18037201476553397
0,25,28,22.0,29.89234851931176,0.2149409504675732
0,18,47,3.0,19.000328944520934,0.3787722941698328
0,8,63,13.0,11.914801718870523,0.44610227378018025
0,27,73,23.0,32.05035101211842,0.20190227402910502
0,14,70,20.0,19.623710148695125,0.2817923532519773
0,19,61,11.0,21.19256945252274,0.32338320072692645
0,22,64,14.0,24.827806991355477,0.27338566993338587
0,27,82,32.0,35.16194676066728,0.16808626339572713
0,10,63,13.0,13.477852202780678,0.4284956183822145
0,7,66,16.0,12.735089320456296,0.34697519319792164
0,16,59,9.0,17.789392907010626,0.3854721382816369
0,7,31,19.0,14.37167352815948,0.27166474021544557
0,31,61,11.0,33.32604086896612,0.21383255091155703
0,29,51,1.0,30.45693681248986,0.23913994080948214
0,16,65,15.0,19.42427604828556,0.325884155321079
0,31,44,6.0,32.78280799443513,0.22083880351321364
0,24,40,10.0,26.024795868555817,0.2710152135563174
0,33,66,16.0,36.17709910979597,0.19335478144994905
1,13,67,17.0,17.562032911938186,0.32654703564538545
1,17,45,5.0,18.14345612059621,0.39231452383640797
0,25,52,2.0,26.282170762705277,0.2764143353960685
0,16,59,9.0,17.789392907010626,0.3854721382816369
0,12,42,8.0,13.63084736911099,0.4912343711700846
0,15,44,6.0,16.225674100018157,0.4322830591810525
0,33,65,15.0,35.99562473412567,0.19528015112386984
0,10,34,16.0,14.778700890132395,0.35868342997638314
0,31,66,16.0,34.171076951129294,0.20356279677399974
0,19,33,17.0,22.805810663074443,0.280596899650947
0,28,72,22.0,32.69327147900619,0.2011435031488508
1,12,52,2.0,12.666885963013955,0.5601772375647676
0,3,36,14.0,9.629771544538322,0.2828421327364761
0,20,28,22.0,25.40649523251879,0.23856049115996103
0,45,80,30.0,51.11567763416621,0.13227978365113527
0,29,59,9.0,31.006854080993126,0.230919007567515
0,25,42,8.0,26.760091554402425,0.26691773044226424
0,18,30,20.0,22.939267643061317,0.263508463991348
0,20,38,12.0,22.401785643113364,0.3049000780893932
1,2,44,6.0,4.42944691807002,1.1860574693127683
0,12,62,12.0,14.818906842274163,0.42059329168604304
0,4,33,17.0,11.821273197079915,0.2386912971488724
0,29,74,24.0,34.21348418387113,0.19028986662438663
0,12,53,3.0,12.75,0.5537770359226951
0,24,63,13.0,26.578986060419986,0.26013285640998235
1,16,57,7.0,17.4052434628189,0.4016324095496548
0,13,46,4.0,13.895412912180769,0.5074894297819179
0,12,48,2.0,12.666885963013955,0.5601772375647676
0,20,35,15.0,23.153023560649697,0.2860416529651169
0,17,64,14.0,20.035780493906397,0.3248005783539739
0,25,69,19.0,29.01008445351375,0.22797859744767013
0,29,32,18.0,32.62043071450774,0.20904015627460718
0,22,29,21.0,26.83155791227934,0.23490672102192373
0,21,69,19.0,25.27300931824305,0.25260026044017875
0,22,18,32.0,31.084562084739105,0.17562999775722696
0,33,27,23.0,37.737580738568816,0.1778915545661044
0,9,27,23.0,17.68629412850527,0.22705100397193015
0,9,54,4.0,9.80114789195633,0.6967688685774427
0,11,67,17.0,15.984523765192382,0.33596709169430355
0,13,51,1.0,13.665467427058616,0.5228832076788991
0,2,70,20.0,13.168523075880605,0.09577245576542756
0,19,49,1.0,19.960586163737776,0.3625178205706539
1,8,49,1.0,8.425111275229545,0.8181481818662021
0,14,52,2.0,14.757371039585607,0.48460536525591696
0,12,57,7.0,13.396361446303246,0.5069724665686698
1,6,42,8.0,8.16884324736373,0.7129423086642364
1,8,46,4.0,8.793179174792243,0.7659735007631507
0,3,39,11.0,7.813129974600448,0.45069259319868493
0,22,35,15.0,25.07334241779504,0.26820128002129745
0,28,40,10.0,30.1099651278443,0.23643033935248386
0,10,41,9.0,12.019671376539376,0.5303396409372801
0,31,52,2.0,32.57594971754469,0.22359488338017572
1,14,46,4.0,14.928161306738348,0.47457492357511266
0,21,29,21.0,25.933086973979787,0.2401517639532775
0,22,30,20.0,26.506791582535975,0.24058818508984728
0,30,43,7.0,31.826914710665875,0.22671623065840432
0,20,28,22.0,25.40649523251879,0.23856049115996103
0,27,37,13.0,29.582511725680092,0.2363205341625181
0,17,76,26.0,24.58114114519503,0.2176443992827421
0,20,67,17.0,23.72978086708767,0.27267478070201756
0,13,43,7.0,14.388363353766126,0.4763868532411363
0,23,68,18.0,26.834911961845524,0.2451102032785123
0,16,22,28.0,24.768528418135787,0.20213254480458326
0,14,57,7.0,15.388063555886426,0.4488778813145313
0,22,70,20.0,26.506791582535975,0.24058818508984728
0,13,32,18.0,17.97811169172113,0.3119750682558491
0,26,23,27.0,32.45446810533181,0.18985458720507872
1,3,48,2.0,3.4077118422777475,1.647973806608485
0,24,46,4.0,25.33377192602791,0.28552288536522863
0,22,70,20.0,26.506791582535975,0.24058818508984728
0,28,49,1.0,29.40718449630974,0.24758725636527962
0,14,37,13.0,16.955603793436552,0.37409046709081273
0,13,63,13.0,16.05381574579701,0.3881962225284794
0,14,64,14.0,17.288724649319857,0.3604273826581395
0,4,60,10.0,7.738862965578341,0.5842369076531417
1,6,51,1.0,6.333442981506978,1.045705620550453
0,28,41,9.0,29.976365690323433,0.2384944121785898
0,12,58,8.0,13.63084736911099,0.4912343711700846
0,8,56,6.0,9.26120942425988,0.7042514439477466
0,11,57,7.0,12.413903495677738,0.541048218774014
0,12,33,17.0,16.758952831248138,0.33206626567067177
0,28,72,22.0,32.69327147900619,0.2011435031488508
0,20,28,22.0,25.40649523251879,0.23856049115996103
0,14,66,16.0,18.006943105369107,0.33324589215754935
0,20,67,17.0,23.72978086708767,0.27267478070201756
0,11,37,13.0,14.311009747743169,0.415932290325356
0,13,26,24.0,20.728784334832568,0.2355657499255266
0,21,34,16.0,24.379550857224586,0.2709888852947542
0,18,23,27.0,25.791713785632776,0.20914598095671952
0,21,63,13.0,23.613661300188078,0.28832362510707366
0,15,28,22.0,21.27328136419015,0.25673243195727585
0,21,42,8.0,22.654855991597035,0.31234119842074864
0,11,67,17.0,15.984523765192382,0.33596709169430355
0,18,29,21.0,23.313783476733242,0.2552731975395584
0,25,31,19.0,29.01008445351375,0.22797859744767013
0,21,34,16.0,24.379550857224586,0.2709888852947542
0,13,31,19.0,18.407742936058185,0.2978805122246868
0,27,47,3.0,28.41698435795044,0.25560420271061063
1,28,38,12.0,30.41710045352778,0.23178243711250054
0,19,58,8.0,20.616558878726586,0.34090504325956533
1,2,54,4.0,3.342154993413681,1.7145799379756579
0,14,47,3.0,14.82877270713932,0.4803789265972236
0,14,36,14.0,17.288724649319857,0.3604273826581395
0,12,60,10.0,14.177799547179385,0.4569083224019795
0,25,80,30.0,32.700344034887465,0.1800048575370551
0,12,31,19.0,17.64319982316133,0.30025973949935153
1,21,39,11.0,23.180271784429102,0.2988423003378373
0,27,39,11.0,29.237732470217317,0.24179916535256413
0,14,56,6.0,15.20855022676389,0.45868567606362104
0,13,28,22.0,19.768978223469215,0.2588043844534658
0,24,70,20.0,28.35559909435877,0.22920831127383148
0,9,59,9.0,11.114180131705622,0.5608366482848695
0,18,39,11.0,20.207238801973908,0.33694567230348166
0,16,46,4.0,17.0,0.4196933376909174
0,3,56,6.0,5.013232490120521,1.0999616478160181
0,29,49,1.0,30.45693681248986,0.23913994080948214
0,9,47,3.0,9.649093221645233,0.7147531635553958
0,9,31,19.0,15.550723455839602,0.29404598468395515
0,28,70,20.0,32.145917314645104,0.20794555101391143
0,13,35,15.0,16.77453427073312,0.3568783542073093
1,8,50,0.0,8.4,0.8218212603970589
1,13,55,5.0,14.031571544199888,0.49864447723339733
0,11,63,13.0,14.311009747743169,0.415932290325356
1,11,48,2.0,11.622929923216434,0.6071775870131543
0,42,64,14.0,45.02910170101109,0.15891476296182433
0,3,64,14.0,9.629771544538322,0.2828421327364761
0,11,64,14.0,14.704166076320002,0.39495477964297176
0,9,30,20.0,16.071792059381554,0.2752793134772887
1,10,31,19.0,16.210259097250727,0.2989701177834974
0,22,76,26.0,28.622019495486338,0.2068363416778139
0,23,72,22.0,28.06621634634779,0.22445498328352656
1,4,69,19.0,13.044634912484135,0.19365511520232903
0,15,29,21.0,20.841904903343167,0.26730128701024414
0,6,66,16.0,12.159358535712318,0.3304128075433245
0,11,30,20.0,17.38972397710786,0.28459853384550277
0,9,39,11.0,11.850105484762572,0.49865017428260083
0,12,38,12.0,14.818906842274163,0.42059329168604304
0,31,52,2.0,32.57594971754469,0.22359488338017572
0,12,59,9.0,13.891814136389819,0.4744514361613353
0,21,70,20.0,25.596923643281826,0.24637756751258405
0,25,53,3.0,26.322328924318228,0.27559787233217653
0,14,57,7.0,15.388063555886426,0.4488778813145313
0,6,27,23.0,16.223208683857827,0.1825584951951526
0,8,52,2.0,8.5,0.807278894490786
0,10,56,6.0,11.200892821556682,0.6011698894359486
0,9,31,19.0,15.550723455839602,0.29404598468395515
0,13,89,39.0,28.791404967455133,0.1219086477055062
0,22,31,19.0,26.194131022043848,0.2462482602502879
0,24,34,16.0,27.26169473822198,0.2475728667132947
0,27,46,4.0,28.46897434049917,0.2546963687734535
0,23,37,13.0,25.585640504001457,0.26900391356748554
0,29,57,7.0,30.788065869748948,0.2341398698685023
0,12,54,4.0,12.86545762886031,0.545034060148062
0,10,60,10.0,12.349089035228468,0.504787111082435
0,17,70,20.0,22.082176070306115,0.2688554750461977
0,34,37,13.0,36.68640756465533,0.19365819774373422
0,6,34,16.0,12.159358535712318,0.3304128075433245
0,32,78,28.0,38.21256337907731,0.16838696760823
0,28,42,8.0,29.856322613476696,0.24037140820384414
0,22,58,8.0,23.678048906107108,0.29967705742481254
0,26,72,22.0,30.818500936937216,0.2102581673068978
0,31,44,6.0,32.78280799443513,0.22083880351321364
1,7,36,14.0,11.697542476947882,0.41103848550828037
0,34,87,37.0,43.04523783184384,0.14111846944208561
1,16,50,0.0,16.8,0.4290109148821801
0,19,30,20.0,23.811814294589148,0.25791147165338396
0,9,48,2.0,9.538998899255622,0.7280729606989255
0,23,40,10.0,25.009448214624808,0.2811655264820829
0,28,77,27.0,34.23977949695354,0.18359837989901018
0,26,58,8.0,27.790825824361537,0.2574671749562088
0,21,62,12.0,23.388939693795443,0.29371069986468024
0,10,30,20.0,16.710774967068403,0.2814322230841747
0,18,32,18.0,22.228360263411243,0.280229343638815
0,25,38,12.0,27.384347719089458,0.2552049744911656
0,30,36,14.0,32.788107600165034,0.2138658548659214
0,24,32,18.0,27.783628272779637,0.2385540980304433
0,11,65,15.0,15.115058716392735,0.37455292140405577
1,8,51,1.0,8.425111275229545,0.8181481818662021
1,11,67,17.0,15.984523765192382,0.33596709169430355
0,27,64,14.0,29.774695632365415,0.23334456907392245
0,10,57,7.0,11.44344790699027,0.5790496767581794
0,21,43,7.0,22.514550850505547,0.3160918009429641
0,12,35,15.0,15.93180780702554,0.3663043742089903
0,13,72,22.0,19.768978223469215,0.2588043844534658
0,26,69,19.0,29.963519486201882,0.2222206349379769
0,14,66,16.0,18.006943105369107,0.33324589215754935
0,9,35,15.0,13.578107379160027,0.3844644915514975
0,27,30,20.0,31.188499482982508,0.2130378993837282
0,8,58,8.0,9.879271228182775,0.6307232983623592
0,28,46,4.0,29.514742079171214,0.24583096955691364
0,14,37,13.0,16.955603793436552,0.37409046709081273
0,12,35,15.0,15.93180780702554,0.3663043742089903
0,8,68,18.0,14.403124660989365,0.3068516613729326
0,13,44,6.0,14.196214284097012,0.4882107094937715
0,27,56,6.0,28.616996697766872,0.25213698550662195
0,24,51,1.0,25.208381542653626,0.2882739729481942
0,14,55,5.0,15.05498256392215,0.46730053223534024
0,30,50,0.0,31.5,0.23134361026724157
0,10,36,14.0,13.894603268895446,0.40423785554982494
0,24,30,20.0,28.35559909435877,0.22920831127383148
1,12,62,12.0,14.818906842274163,0.42059329168604304
0,30,24,26.0,35.747167719974684,0.18037201476553397
1,15,33,17.0,19.239672554386157,0.31255764826376803
0,7,42,8.0,9.003471552684553,0.6717464204924444
0,5,28,22.0,15.23326951117192,0.17397794480936735
0,23,38,12.0,25.378386473532945,0.27328991142302966
0,7,50,0.0,7.35,0.9240272470538008
0,21,35,15.0,24.10943798598383,0.27692764027077
0,12,77,27.0,21.604686991484048,0.20069901553955638
0,6,58,8.0,8.16884324736373,0.7129423086642364
0,25,71,21.0,29.58690588757128,0.21932861969506806
0,13,27,23.0,20.244134953116667,0.2469023268180388
0,5,31,19.0,13.419575254083117,0.22658931818991998
0,21,49,1.0,22.059578418455782,0.32870043953293654
0,19,69,19.0,23.46326916693409,0.2654619792086078
0,18,68,18.0,22.228360263411243,0.280229343638815
0,29,52,2.0,30.477737776941385,0.23882130747035027
0,7,41,9.0,9.393880987110705,0.6232345110872599
0,25,50,0.0,26.25,0.27707090738427936
0,12,43,7.0,13.396361446303246,0.5069724665686698
0,7,42,8.0,9.003471552684553,0.6717464204924444
0,10,65,15.0,14.3287298809071,0.380925130447818
0,23,57,7.0,24.57488555415874,0.2908650574235321
0,14,45,5.0,15.05498256392215,0.46730053223534024
0,4,42,8.0,6.684309986827362,0.7766862454976036
0,12,38,12.0,14.818906842274163,0.42059329168604304
0,19,28,22.0,24.545722641633514,0.2429962259943182
0,25,71,21.0,29.58690588757128,0.21932861969506806
0,8,47,3.0,8.623369411082885,0.7896535819599936
0,14,38,12.0,16.641213898030394,0.3876504547249745
1,8,66,16.0,13.368619973654724,0.3560705838299028
1,27,52,2.0,28.379790344539195,0.2562565405951368
0,13,33,17.0,17.562032911938186,0.32654703564538545
1,10,62,12.0,13.080137613954985,0.45351561115002464
0,28,59,9.0,29.976365690323433,0.2384944121785898
0,13,28,22.0,19.768978223469215,0.2588043844534658
0,9,53,3.0,9.649093221645233,0.7147531635553958
0,11,45,5.0,11.998541578041891,0.5746282275003937
0,6,67,17.0,12.719768079646736,0.3012999905051857
0,26,58,8.0,27.790825824361537,0.2574671749562088
0,11,36,14.0,14.704166076320002,0.39495477964297176
0,24,29,21.0,28.65942253430798,0.224459267479834
0,12,50,0.0,12.6,0.5653932311874568
0,5,70,20.0,14.020074892809953,0.2068089192105259
0,19,48,2.0,19.992311021990428,0.3614294030221847
0,8,28,22.0,16.58463143998081,0.23080912089374037
0,29,49,1.0,30.45693681248986,0.23913994080948214
0,19,46,4.0,20.118710197226857,0.35713754220508825
0,34,43,7.0,35.98878297469922,0.20111697474527562
0,10,31,19.0,16.210259097250727,0.2989701177834974
0,7,40,10.0,9.811855074347562,0.5757983344575113
1,7,45,5.0,8.036479328661276,0.8102769720462943
0,24,37,13.0,26.578986060419986,0.26013285640998235
1,9,41,9.0,11.114180131705622,0.5608366482848695
1,7,43,7.0,8.644362324659928,0.7201101384716242
0,5,68,18.0,12.823903461894899,0.24912252567008486
0,28,32,18.0,31.642534664593477,0.2145024256206434
0,24,35,15.0,27.02040895323385,0.25190974809159156
0,17,52,2.0,17.897276329095444,0.4024840245835908
0,14,80,30.0,24.420073709962466,0.18253247365458752
0,25,64,14.0,27.78259347145259,0.24811656952209515
0,25,65,15.0,28.002232053891703,0.2443284781658152
0,24,30,20.0,28.35559909435877,0.22920831127383148
0,26,39,11.0,28.220781349920134,0.2498788557129568
0,21,41,9.0,22.81282534014584,0.308193299690588
0,29,59,9.0,31.006854080993126,0.230919007567515
0,27,41,9.0,28.947279664935703,0.24655853716809678
0,22,36,14.0,24.827806991355477,0.27338566993338587
0,7,29,21.0,15.503064213245072,0.23276899026498218
0,20,80,30.0,28.6574597618142,0.18803392662016905
0,24,43,7.0,25.607469613376484,0.27964677433052354
1,18,46,4.0,19.077997798511245,0.37587054692651123
0,15,40,10.0,17.038559211388737,0.39450787483769706
0,3,37,13.0,9.018037480516478,0.3272370360387149
0,2,54,4.0,3.342154993413681,1.7145799379756579
0,12,48,2.0,12.666885963013955,0.5601772375647676
1,6,59,9.0,8.59723792854426,0.651159162376933
0,23,46,4.0,24.28955536851179,0.297495169973793
1,12,31,19.0,17.64319982316133,0.30025973949935153
0,29,64,14.0,31.78069382502528,0.22002972434351686
1,13,45,5.0,14.031571544199888,0.49864447723339733
0,18,54,4.0,19.077997798511245,0.37587054692651123
0,22,25,25.0,28.24309650162319,0.21235189510227193
0,21,73,23.0,26.640289037471046,0.2277792970367118
0,22,66,16.0,25.3331798240963,0.26286752707765737
1,19,37,13.0,21.665756391134835,0.30992371857352585
0,22,31,19.0,26.194131022043848,0.2462482602502879
0,22,39,11.0,24.181242730678672,0.2877448652568952
0,10,53,3.0,10.679536506796538,0.6521383456057817
0,9,55,5.0,9.993247720335965,0.6747302235506376
0,15,53,3.0,15.87025519643588,0.45032685635196196
0,15,72,22.0,21.27328136419015,0.25673243195727585
0,12,55,5.0,13.012397934277908,0.5341519416725077
0,23,30,20.0,27.426674971640292,0.23485320035665017
0,25,64,14.0,27.78259347145259,0.24811656952209515
0,24,61,11.0,26.19470366314534,0.26761029998214175
0,22,35,15.0,25.07334241779504,0.26820128002129745
0,12,64,14.0,15.542522317822161,0.3841365349484985
0,27,57,7.0,28.71280202279116,0.2505002147733271
0,10,40,10.0,12.349089035228468,0.504787111082435
0,26,35,15.0,28.988834057271088,0.23710666262431482
0,17,51,1.0,17.86183081321733,0.40397763645873547
0,19,65,15.0,22.20506698931575,0.29553177312558315
0,15,54,4.0,15.96316071459534,0.4455153283895856
0,17,30,20.0,22.082176070306115,0.2688554750461977
0,21,11,39.0,33.59799101136852,0.1437055424385163
0,26,49,1.0,27.307736998880006,0.26639593140038675
0,7,48,2.0,7.464080653369174,0.9043227873413638
0,7,61,11.0,10.254023600518968,0.530360708962019
0,7,66,16.0,12.735089320456296,0.34697519319792164
0,14,32,18.0,18.78776197422141,0.30686081917077107
0,19,29,21.0,24.17281530976481,0.25041398003209947
0,19,35,15.0,22.20506698931575,0.29553177312558315
0,5,39,11.0,8.870456583513613,0.5320024734138117
1,27,49,1.0,28.357450520101416,0.25664950874309495
0,13,30,20.0,18.85,0.28430431212281077
0,9,44,6.0,10.223135526833241,0.6493495750213615
0,12,51,1.0,12.616754733290174,0.5640811317617371
1,17,35,15.0,20.339247773700976,0.3155146519967378
0,46,64,14.0,49.14977110831748,0.14612468952813065
0,11,56,6.0,12.190672663967318,0.5587877543959542
0,5,74,24.0,16.45972356997529,0.14813399826179155
0,21,78,28.0,28.59095136577305,0.19810894003977406
0,13,56,6.0,14.196214284097012,0.4882107094937715
0,23,76,26.0,29.47596478488872,0.2037837395781436
1,10,46,4.0,10.817116066678771,0.6382251862369708
0,9,26,24.0,18.239037803568475,0.21336716124473892
0,19,46,4.0,20.118710197226857,0.35713754220508825
0,30,41,9.0,32.03860952038961,0.223791247623091
0,30,65,15.0,32.97442190547091,0.21149833552005232
0,25,51,1.0,26.258046385822386,0.276906479649689
0,25,39,11.0,27.206341172601654,0.2584681483042706
0,29,47,3.0,30.512374538865373,0.23829209884521543
0,26,64,14.0,28.77672670753225,0.24053754216215303
0,10,47,3.0,10.679536506796538,0.6521383456057817
0,17,30,20.0,22.082176070306115,0.2688554750461977
0,19,23,27.0,26.570754599747445,0.20780243185280284
0,21,20,30.0,29.435565223042687,0.18699834742802035
0,19,23,27.0,26.570754599747445,0.20780243185280284
0,11,54,4.0,11.839024453053554,0.588192267514254
0,6,50,0.0,6.3,1.0525922912360763
1,5,52,2.0,5.408558033339386,1.179460127203922
0,13,30,20.0,18.85,0.28430431212281077
1,15,49,1.0,15.763406992144814,0.4559455575313209
1,11,46,4.0,11.839024453053554,0.588192267514254
0,14,75,25.0,21.912382344236327,0.2265768519190168
0,26,66,16.0,29.213866570517503,0.23354382809639931
0,19,50,0.0,19.95,0.3628820200689473
0,27,60,10.0,29.085606405918377,0.24427515281947337
0,6,68,18.0,13.28834075421006,0.2754185537241036
1,17,46,4.0,18.038361899019545,0.3966126372830685
0,23,64,14.0,25.807605468156087,0.2645200348901634
0,10,32,18.0,15.720687007888682,0.3176837118199129
0,13,56,6.0,14.196214284097012,0.4882107094937715
0,26,58,8.0,27.790825824361537,0.2574671749562088
0,11,68,18.0,16.440574807469478,0.3179400488056638
0,22,63,13.0,24.597001849819016,0.27839123167800706
0,10,26,24.0,18.80452073305778,0.22218647880062012
0,18,31,19.0,22.577256254912818,0.271838152254586
0,10,55,5.0,10.991473968490304,0.6210728310993445
0,14,36,14.0,17.288724649319857,0.3604273826581395
0,6,67,17.0,12.719768079646736,0.3012999905051857
0,11,61,11.0,13.583997938751317,0.458874034466134
0,11,68,18.0,16.440574807469478,0.3179400488056638
0,8,45,5.0,9.006802984411284,0.7371524997587747
1,31,37,13.0,33.62893099698532,0.21006617757470214
0,3,45,5.0,4.526035793053342,1.272510127702622
0,8,55,5.0,9.006802984411284,0.7371524997587747
0,12,36,14.0,15.542522317822161,0.3841365349484985
0,8,29,21.0,16.027554398597438,0.2473593957795706
0,15,30,20.0,20.422108118409323,0.2782002560871615
0,27,38,12.0,29.40344367586899,0.23914323833670167
1,8,43,7.0,9.553140844769327,0.6684012104010006
0,14,63,13.0,16.955603793436552,0.37409046709081273
0,28,49,1.0,29.40718449630974,0.24758725636527962
0,23,31,19.0,27.12461981300383,0.24000919087378397
0,25,30,20.0,29.292703869735206,0.22367950828689226
0,17,30,20.0,22.082176070306115,0.2688554750461977
0,22,67,17.0,25.60688384009269,0.2574128756042204
0,8,34,16.0,13.368619973654724,0.3560705838299028
0,21,28,22.0,26.281029279691467,0.23394553924240452
0,9,71,21.0,16.60195771588399,0.2579165948692716
0,30,48,2.0,31.526813984289628,0.23095892231160217
1,7,53,3.0,7.604275113381945,0.8805236779631288
0,14,40,10.0,16.072958657322552,0.413920005768173
0,22,45,5.0,23.327505224519832,0.30840934692148025
0,23,31,19.0,27.12461981300383,0.24000919087378397
0,12,34,16.0,16.33768649472746,0.34891490595427527
0,18,47,3.0,19.000328944520934,0.3787722941698328
0,28,34,16.0,31.185252925060585,0.22072390870195313
0,15,54,4.0,15.96316071459534,0.4455153283895856
0,30,36,14.0,32.788107600165034,0.2138658548659214
0,11,34,16.0,15.542281042369552,0.3548588071854964
0,13,64,14.0,16.40525830336115,0.372468920683269
0,14,31,19.0,19.199283840810313,0.2941379108771195
0,32,61,11.0,34.35232888757326,0.20777009963420964
0,2,62,12.0,8.077747210701755,0.28819254085029083
0,13,35,15.0,16.77453427073312,0.3568783542073093
0,18,41,9.0,19.784653143282544,0.35082550307332194
0,9,56,6.0,10.223135526833241,0.6493495750213615
0,14,38,12.0,16.641213898030394,0.3876504547249745
0,29,45,5.0,30.62294891090667,0.2366139879085317
0,26,47,3.0,27.36955425285549,0.26522874968664184
0,30,57,7.0,31.826914710665875,0.22671623065840432
0,29,50,0.0,30.45,0.23924633732762257
0,19,62,12.0,21.420609235033442,0.31679577481592847
0,13,40,10.0,15.11861435449691,0.4347254180747608
0,22,57,7.0,23.543842082378994,0.302978288145022
0,13,34,16.0,17.160492417177313,0.34153966032468785
1,1,42,8.0,5.30495051814812,0.4804589181062714
0,8,50,0.0,8.4,0.8218212603970589
0,11,32,18.0,16.440574807469478,0.3179400488056638
0,11,28,22.0,18.381852463775246,0.2548783522683089
0,10,39,11.0,12.703247616259395,0.4790511315471671
0,33,63,13.0,35.66545948112823,0.19885590919748006
0,11,68,18.0,16.440574807469478,0.3179400488056638
0,9,32,18.0,15.039697470361562,0.3142956852066102
0,9,38,12.0,12.253264871045593,0.4683200303619614
0,7,35,15.0,12.210036854981233,0.377492841312113
0,22,29,21.0,26.83155791227934,0.23490672102192373
0,12,40,10.0,14.177799547179385,0.4569083224019795
0,8,37,13.0,11.914801718870523,0.44610227378018025
0,26,48,2.0,27.33093485411723,0.2659570648751348
0,14,42,8.0,15.592626462530292,0.4380367459389602
0,13,51,1.0,13.665467427058616,0.5228832076788991
1,29,64,14.0,31.78069382502528,0.22002972434351686
0,5,47,3.0,5.600446410778341,1.1334130108600122
0,20,51,1.0,21.010057115581574,0.34479076913151024
1,12,37,13.0,15.17110740849197,0.40228502943306477
0,6,30,20.0,14.446106741956465,0.23188804892968712
0,25,50,0.0,26.25,0.27707090738427936
0,16,20,30.0,25.73888109456198,0.187238590400806
1,6,52,2.0,6.432728814430155,1.025372627090774
0,12,65,15.0,15.93180780702554,0.3663043742089903
0,14,62,12.0,16.641213898030394,0.3876504547249745
0,55,53,3.0,57.78291269917085,0.1264407455365311
0,27,48,2.0,28.379790344539195,0.2562565405951368
0,25,72,22.0,29.89234851931176,0.2149409504675732
0,22,45,5.0,23.327505224519832,0.30840934692148025
0,25,51,1.0,26.258046385822386,0.276906479649689
0,24,23,27.0,30.70899705298107,0.19587945153355057
0,20,54,4.0,21.160340261914506,0.34014177905248677
0,11,63,13.0,14.311009747743169,0.415932290325356
0,27,54,4.0,28.46897434049917,0.2546963687734535
1,23,44,6.0,24.462880043036634,0.29344235678198977
0,9,55,5.0,9.993247720335965,0.6747302235506376
0,19,50,0.0,19.95,0.3628820200689473
0,8,67,17.0,13.880291783676595,0.33042245113400326
0,22,47,3.0,23.182159088402443,0.3121359581023169
0,34,57,7.0,35.98878297469922,0.20111697474527562
0,26,29,21.0,30.52232789287213,0.21429322993676256
0,31,17,33.0,38.98211128197137,0.1568891256077816
0,28,43,7.0,29.749999999999996,0.24205180381778696
0,7,43,7.0,8.644362324659928,0.7201101384716242
0,23,74,24.0,28.75034782398293,0.21405861588577846
0,18,73,23.0,24.097977093523845,0.23919503855840518
1,13,45,5.0,14.031571544199888,0.49864447723339733
0,12,62,12.0,14.818906842274163,0.42059329168604304
0,4,32,18.0,12.431009613060397,0.21448423646990336
0,11,31,19.0,16.909316958410827,0.3008128276935503
0,11,65,15.0,15.115058716392735,0.37455292140405577
0,19,33,17.0,22.805810663074443,0.280596899650947
0,24,49,1.0,25.208381542653626,0.2882739729481942
0,28,44,6.0,29.65754541427864,0.24352688777515585
0,13,51,1.0,13.665467427058616,0.5228832076788991
0,15,51,1.0,15.763406992144814,0.4559455575313209
0,21,27,23.0,26.640289037471046,0.2277792970367118
0,21,35,15.0,24.10943798598383,0.27692764027077
0,21,82,32.0,30.31241494833429,0.176408143641584
0,18,46,4.0,19.077997798511245,0.37587054692651123
0,7,32,18.0,13.817108959547216,0.29428099981910055
0,18,48,2.0,18.944656238633623,0.38087120766850147
0,17,64,14.0,20.035780493906397,0.3248005783539739
0,23,61,11.0,25.18620654247082,0.2773522957093748
0,14,35,15.0,17.639515299463305,0.34677853070576053
0,34,61,11.0,36.40896180887338,0.1965751899256207
0,18,25,25.0,24.92533851324792,0.22378029756517134
1,12,63,13.0,15.17110740849197,0.40228502943306477
0,21,48,2.0,22.08828875218721,0.3278840633485634
1,23,44,6.0,24.462880043036634,0.29344235678198977
0,26,60,10.0,28.063143088399777,0.25262306464739315
0,12,55,5.0,13.012397934277908,0.5341519416725077
0,22,60,10.0,23.997083156083782,0.29203194868912696
0,28,50,0.0,29.4,0.24770521650787172
1,7,48,2.0,7.464080653369174,0.9043227873413638
0,17,48,2.0,17.897276329095444,0.4024840245835908
0,23,35,15.0,26.043905237118338,0.2598638838801138
