Frame,MinDistance,CentroidDistance1,CentroidDistance2,CentroidDistance3,ClusterSize1,ClusterSize2,ClusterSize3,Diameter1,Diameter2,Diameter3,FreePlayers,DistanceGoal,GoalAngle,MinProjectedVelocity,SuccessFlag
912,7.705806290305399,10.444037997163951,24.68479115062601,27.159854601231515,5,3,2,33.25785565636779,26.0750198839076,20.79970835035409,8,48.81152933424671,0.1496836282140539,2.3762827950376737,1
939,11.845662143179018,17.015784395305694,33.079793523395566,34.282959135414615,5,3,2,32.034579214582585,22.728152401389742,20.26054112750034,8,62.193107624607805,0.1166650099770868,4.266758547926001,1
976,2.1084847276694454,6.968123987115182,29.230924519003192,44.2721124516934,2,6,2,17.689054768082592,25.30839443413005,19.32185291394844,5,71.10276452376273,0.0965060208398608,4.039890396418951,1
1034,2.386976245576286,6.461238666613123,16.03495683009845,26.71251064931552,5,3,2,23.744741957816743,16.37933024443751,11.402997677375248,6,51.75814321529384,0.1382512930489142,3.845597248400492,1
1101,2.6383689967516077,9.377849375621173,23.499594811834317,36.489779027954015,4,4,2,19.731815674804096,22.811789197762504,10.140795149818446,3,62.31162941731945,0.111638043887093,2.475264020908821,1
1142,8.617991876832118,12.201105876675262,29.108174318902687,32.32632353804728,3,3,4,16.290142671448944,18.732112395276257,24.19010335593199,4,73.67865360375009,0.0983940131902711,3.0805010719137487,1
1163,4.1614542022691605,10.702175721359664,33.69640888165155,37.704275715137165,5,4,1,24.704696297166542,20.253608140255785,0.0,5,69.79421436909168,0.0966436805033866,4.02347108875264,1
1195,5.89551713241852,5.89551713241852,18.577397027134545,36.94024287232797,1,4,5,0.0,17.35557403099259,25.43007552759629,5,83.33313601433623,0.0861357808733231,-1.0068187690083683,1
1227,10.127888606441983,14.57357895095426,38.38939687025014,41.31436677910858,2,4,4,13.793939870735512,21.11392034300279,21.500934172732705,4,93.29922349919131,0.0784117980604988,-0.3369471851995052,1
1274,9.91240120916073,11.633106428287066,23.144068732348465,37.2692083739251,4,3,3,23.225488226131585,14.740896204519036,17.618146300813375,4,77.42017437111309,0.0897960533700073,1.5465536484603997,1
1281,2.0562909512661385,3.303678560949177,17.329311634270027,22.45869184073352,3,4,3,9.128805494792584,18.39960025363646,18.34318452494234,6,59.74017241265603,0.1140010194555698,2.4323164309056766,1
