Frame,MinDistance,CentroidDistance1,CentroidDistance2,CentroidDistance3,ClusterSize1,ClusterSize2,ClusterSize3,Diameter1,Diameter2,Diameter3,FreePlayers,DistanceGoal,GoalAngle,MinProjectedVelocity,SuccessFlag
1321,1.756432850934056,2.117504501824861,17.708813097817444,24.26372769239672,5,2,3,15.735088368886212,11.202349481425816,22.04353037736487,3,43.573745480665146,0.1492570325799218,4.19740823568704,1
1350,3.393556396711192,2.8344283203788305,16.365652725794387,26.20382202300648,3,4,3,13.250146794317756,18.854300757157837,25.312515128356463,7,39.9259794668432,0.1490123801997833,2.226207832201092,0
1353,3.3002285325136844,7.996241115528048,23.0980572709164,29.26853463054595,4,3,3,14.183549864759083,11.369201546005636,25.650681950919708,4,42.49701487194526,0.131116174245224,2.116243920321575,0
1502,1.7014426898079746,0.1170876126955404,14.82826041667114,17.168434434651935,4,2,4,11.931797836145174,12.042407101207568,23.66590733738876,9,49.4443148237586,0.1459620489573202,3.7612713950456342,1
1534,0.3476334373397807,9.371913147178937,27.65526739331421,31.108962901276723,4,3,3,20.14658084078033,14.467611490239756,17.5624992031198,4,56.118992660048285,0.1203133778450765,1.7928293725198208,1
1545,2.9957810804306986,1.7521728701584254,19.22947692432316,22.262170259807903,4,3,3,18.787594307275047,14.688392918366256,17.828783858475344,3,50.54091565723923,0.1378358309732905,4.777650203291048,0
1606,2.9273389676650634,16.30782463357592,35.27416608591992,48.8625602589124,4,2,4,30.86134457027012,13.121260747154414,19.284069851829784,3,95.98305485401016,0.0740262431778545,-4.3848094102301385,1
1643,2.906390319498404,6.656979545086663,38.67068268772128,40.02227827379763,3,3,4,17.142128111182657,24.25727218736544,32.65040209280087,4,99.60381021607094,0.0733489330533655,0.948675858961282,1
1748,4.152668973674167,9.873533360881746,19.38995264772912,19.647443651323943,5,3,2,16.449942291892935,20.330723450494258,17.19832446677368,6,57.345977046612965,0.1273705522164609,-0.0311654035565736,0
1760,2.022918974673421,3.4013956581286653,18.6429851678086,29.72043039994533,6,2,2,17.546516704057037,17.068288618884523,17.712987180769332,7,44.34609736963534,0.164581074615925,-0.4452225113339298,0
1766,1.886035751513388,3.941502335341265,21.04576238724219,25.6372657741804,4,3,3,24.17639541035404,32.02698412598252,13.679948640697,7,54.82598334116606,0.1329781904052613,0.9989721044240788,1
1788,3.150428058945784,9.149014129402596,15.433071521698976,17.653313416381856,4,3,3,23.11333362680244,26.85363928921001,16.520459920789136,8,47.90943289710355,0.1522948699155982,2.060610870388615,1
1868,2.883531449753458,6.334351715457407,13.473961419501196,14.425827558976334,5,2,3,11.564959297338849,27.76464148778171,18.106322407405155,7,25.228509004628226,0.2789181188148144,-0.95765910853039,1
1894,2.61325251029385,10.593016411887549,21.305708192101257,31.35626423646215,3,5,2,19.12545812133765,14.157316581200323,16.803018716539544,4,32.528252812669066,0.1516177301059902,0.6635293519940033,1
1917,1.257433130322062,2.0252113890584624,16.576057252215673,22.89846954553896,3,5,2,12.28331358328558,15.59581415530442,18.758770768826903,5,32.91299332138642,0.1813824157807617,3.1744883965364914,1
1952,2.602243256578548,3.4676156993271574,22.675358177727944,25.674581113467,5,3,2,13.104673839773856,6.092240519878109,22.82987585291253,5,31.03787868658268,0.1587903139003161,2.279572350136557,0
1975,1.7122817800676051,2.141858133297216,25.020927712807904,28.724451874110223,3,5,2,7.462666985742851,22.6834110461499,10.988003562883351,7,77.70724539502618,0.0901903725880906,-1.498356376770849,0
2005,1.522364640090641,10.031189309461078,14.931547151973216,34.48830010778623,3,5,2,12.283566260659065,24.805129095445967,15.19737120770249,4,37.04257771897277,0.1353889056487015,1.053075068876618,1
2051,7.883519948012765,11.146785939439036,28.80078651095192,34.920094136798035,3,3,4,15.52399347905684,12.141591963331653,18.54208372601904,3,64.77099518799483,0.1090574747531169,-2.46230283336866,1
2104,7.068863213282644,10.056693840341238,16.28202701896241,20.646927248965827,3,3,4,9.313646224924527,20.403984512097875,20.62355540899953,7,54.842536919306944,0.1281269563760752,1.939108085009534,1
2156,0.7463641662651258,4.229892911276181,24.128252721306666,30.231781411092328,3,3,4,16.30566671086187,12.872950517201144,28.98723492861965,4,31.48491658157104,0.1284324291556649,0.6031203593059082,1
2505,0.8149520013119019,2.1458130257722874,20.27078001485245,37.91810816706269,3,5,2,13.768655172924642,34.165412507535486,18.254903484647965,6,45.52102737206422,0.1511532242756151,0.4045910478500674,1
2766,2.896381950087427,7.673077186986402,23.056072397941747,35.90090736033168,5,3,2,16.07795308050322,28.05848323283225,19.47997268368921,8,90.47499985716176,0.0803409446483313,-0.0019804101937785,0
2830,0.6517591993167778,5.089323410262469,23.079570185474616,23.69532841335876,4,2,4,20.46212429956672,10.794661633735643,18.177104548539305,5,44.07473767639494,0.1655499849742487,4.187056277741606,1
2873,2.904696728656132,7.552155294158406,17.3387399368952,34.68710260546787,3,3,4,17.68779851128653,15.888079204672666,15.031456157420596,5,54.20182674189574,0.120828867118145,3.724457359888112,1
2903,4.757556116720656,3.896943181744114,25.978725049168595,39.66848535162412,2,5,3,11.008776754773978,20.74392275202912,15.39430996563319,3,66.97367048005906,0.1053159516067875,-1.041812543665505,1
2949,13.343405313146194,22.21082073458399,36.66951739490239,39.586128955528295,3,4,3,19.16204602717057,14.86210494807581,9.939402076790962,2,82.43366898841083,0.0886150121693346,-0.8967914662064326,1
3007,2.5828654876970445,9.605112056002415,24.70384034388602,29.29993936445012,4,3,3,20.546782462766394,17.427672723397343,15.708559401706982,6,67.0367889184689,0.1015107485582669,0.8736979025603149,1
3044,14.57765594448017,20.042466012721828,23.66763024267764,31.43203546808439,4,3,3,16.40243894908308,13.107129120562377,18.60361103304656,5,70.32955030415147,0.1039851784463836,0.7147861103936008,1
3092,1.7633955107675092,3.047034729736129,21.14435804660737,25.354535836933906,3,3,4,15.65239731092114,18.26336127827046,14.596191716006889,5,64.29274287226886,0.1125738849901907,-2.8770266711520898,1
3141,2.1846423125347867,4.843196956895566,12.90232005055519,16.568647937356406,4,3,3,11.972036680200963,15.910884447771018,15.554979772796178,7,50.319870887215615,0.1452016122525771,-0.8670556009757999,1
3163,2.8789594558074314,3.50002712035018,18.35754448914435,21.943635030627867,4,3,3,13.78952323910341,13.685750506655705,16.59266897686266,7,54.995602376071794,0.1313857943862111,1.5483291991693584,1
3225,5.448493475712462,5.843636987947736,21.091119234914377,28.777467830029195,3,3,4,11.343846229157492,19.492311085458883,17.26196551024534,6,52.35546594168929,0.1274618801869677,1.869588630090396,1
3268,1.798947234983586,7.0877797997530525,29.075545960620456,30.85700872225709,4,4,2,15.195999202166908,21.283955881652524,19.112894537566515,2,33.56871454288052,0.1221894246132361,-0.364505089764031,1
3763,13.400803274915726,19.53030155985636,32.723326864586774,47.125444451803546,4,3,3,19.300469779909427,20.327427856464467,20.921772542856143,6,93.1031051119819,0.0785818545817993,-1.3443556573240305,1
3782,10.240483749433317,19.867997777858697,42.45735871363788,46.01766428862456,4,3,3,20.44786929858668,27.075012017987987,18.32889077070404,3,91.88523129361954,0.0779746333262637,4.866753605692929,1
3829,9.48725568676048,17.909550977292415,29.26227397415177,43.468073009319774,4,3,3,16.462315626581855,27.593487833566915,20.261082868095947,4,90.01912446706915,0.0810746613934825,-0.9792141033486024,1
3862,5.688582913030771,14.325300673917695,38.11559222515584,38.61133746760884,4,3,3,15.127450487644396,29.781469237624357,25.3886020651964,3,87.73039000423165,0.0801326971301721,-0.1951486834108507,1
3888,1.2604254418507228,6.161804280880878,25.953575538328938,32.93852146799777,5,2,3,16.810913147174396,18.535928673268035,19.29475421141832,5,75.74356236106267,0.0931888959975539,-2.4508761418063973,1
3951,1.7140198863664111,1.9128216646756089,20.784200608102424,25.502773556034697,5,3,2,17.959107386345796,22.56605079075271,19.984041218190253,8,69.63550334901265,0.102516207329665,-1.6822431725665112,1
3955,0.978002569755322,3.2909479714162453,15.920157228082791,27.459249010310533,2,5,3,7.777152038390423,23.796293093837573,18.95251289682331,7,66.63375082686477,0.1035087829702195,2.1404910456475656,0
4223,7.074587189745031,10.417476091292276,23.731819886960224,38.29848634324009,3,2,5,13.054545585757984,22.024509166474957,30.3427137151206,3,81.310910762848,0.0875003958460916,0.6760917886512687,1
4281,11.208550771376988,22.17994796733464,28.81945131023626,42.99558637223876,4,2,4,23.013967859888925,17.878488571252,24.43780777981127,3,97.43156651433732,0.0748776642366804,0.6763350951696528,1
4290,6.313232108408429,4.922943757696727,21.52041414937417,22.55347901868681,3,5,2,19.168652953003264,31.434226287755862,20.31104946474101,5,69.20186104397898,0.1039415538128606,-0.3846347923756128,1
4312,12.827011162727452,17.768398060932913,29.474561018533205,41.563714446384175,3,4,3,11.78194362971833,28.112904552813596,22.046958003970207,3,95.506284704167,0.0765308361516797,-0.4931072796949163,1
4362,2.032353619812981,4.546666640001997,34.722598795546126,34.751948058241986,3,4,3,14.069807920867282,35.03636069311903,18.17948430443674,5,85.44061013525706,0.0815192346693428,2.254208768335628,1
4392,2.3777597588939114,6.42927747785263,30.935486012278496,39.86429825205576,4,4,2,25.712071551114043,25.505056653962495,19.14006209188437,3,75.03133578115715,0.0896108845999243,-2.755195773654492,1
4414,7.887133125078349,16.448225331690324,36.74303481165632,40.360450405440034,6,2,2,25.17130208769352,28.20807890145169,15.591670289582042,3,54.89326126401966,0.114865692392478,-2.6721422601699127,0
4438,2.5845802189815856,3.245355166648855,16.2690050847384,22.4344906445686,3,5,2,12.705203441333104,29.41060046364503,18.478136700409276,7,63.3976892237724,0.1151563193618089,-0.5390322298211394,0
4460,4.5182878285691705,8.95013627979591,11.438219672627088,28.209295857595954,4,3,3,25.619628615960544,19.87718431295157,23.236578776652877,6,40.47269460772592,0.1724275714739641,0.3197570306198699,0
4525,0.8702001682514742,10.121525905628678,22.070380492103784,28.03694146054367,3,4,3,16.040964962544518,17.358475374388846,17.77265154727557,4,77.44822856897657,0.0942181609587045,1.940286853819028,1
4556,13.933172674993816,19.93126132353517,35.888870808859565,39.65103897269052,3,4,3,20.319538501226685,22.840520255729466,18.02880305569334,2,93.48657643859762,0.0782525411264772,0.5471962626226434,1
4610,2.9298288544930813,12.805346672880578,26.172749264826724,37.55305541116192,4,4,2,22.65159666184715,20.519942321507862,12.87134479488212,4,86.45519209869022,0.0842873032518606,-3.277699358979606,1
4651,7.006336628686212,16.978099638745338,25.889011911627723,41.36717986097925,3,4,3,12.579948822820633,38.14609473967532,21.724999072911555,5,94.86714486536376,0.0771222473578554,0.0224100096179799,1
4918,5.292098462659751,4.328190483248567,17.57776541307368,21.84830244299457,2,5,3,17.72623570404337,25.473666364248448,19.211156808655616,4,65.48751243593122,0.1115097280961345,-2.046723268456617,0
4994,5.288531665140981,4.887960817660023,21.500205959382047,27.64020011923971,3,4,3,17.05217770626825,21.84437053004647,26.540488540038098,6,43.20751001648773,0.1559822184754834,1.8532470471470184,1
5026,2.9397944119072488,4.5416696975849895,23.24429463434113,32.988762493605314,4,3,3,15.022884708984794,14.777293079427965,26.94527536535611,4,36.23836504050934,0.1671627041034191,-2.302663601250305,1
5044,1.546960255637269,5.744501463432349,8.969545487005421,18.722043363834533,4,2,4,11.90531193130184,13.668228713960136,31.45052666534751,6,35.08775494688242,0.2024849036195059,-1.351631306796817,0
5090,0.2382236937507471,4.9138224745518535,16.93697815657832,17.336893898540758,3,3,4,8.991279824041253,23.51759293076467,23.65001624762442,6,29.962601056818524,0.2234803851210916,-3.592382968461276,0
5344,1.8803502163308987,3.2536080156392173,14.978077077174037,16.50501870635129,4,3,3,17.19670316872444,18.15687492107253,16.38869821699598,5,40.6660276240396,0.1789222325066224,-1.7614301212632966,1
5376,4.027440384574264,10.44259148890762,26.329488009979656,28.484679327205495,4,4,2,19.85841711244538,18.483320507469728,10.354434331236456,5,57.29462566793167,0.1275769038284402,-0.7238871899072012,1
5410,9.956939343581256,11.227670191074749,24.98237138278265,32.684877216696854,4,3,3,18.75358396090541,21.489896091597995,13.414935609639356,7,56.63212744352729,0.1186712761285997,-1.791769189704222,0
5528,1.9209167016441768,4.258463556591857,14.453565539629867,27.956571697089338,4,2,4,10.937636169941074,22.424556689067145,30.70539021916716,7,65.1365575868048,0.1030948259695564,-1.185223099495469,1
5568,3.0560704602872337,6.26942670993383,12.940524829104325,16.994457363995235,4,3,3,20.60485930277485,20.74257993676393,18.8702211771047,8,61.59108995409724,0.1163108506925953,0.5005070998640938,1
5652,1.7232797786303302,0.8190457910847726,14.48666856951758,27.91145621927621,4,3,3,17.196669294549405,14.56271574305757,24.71057729329365,8,57.23865431559348,0.1264864625188705,-2.601704103407761,1
5749,3.0391307368713107,6.194487769800472,12.390709134393004,22.120906109423444,6,2,2,22.45948871002464,18.974551597915536,4.574896015362874,6,51.431363930237474,0.1416369231452741,-2.2466479544836395,0
5768,4.572400363488435,7.203376371980895,14.426593143230754,22.74462494723806,5,2,3,20.86120941535401,18.45232783022012,17.507754283348845,5,51.45887040572256,0.1370084662599981,1.7603280006124211,1
6174,1.8937713583414937,2.6064187339406315,14.420712709213827,17.580569964932916,4,3,3,8.363694369826165,16.351584839996693,18.536255474353062,9,54.591170439116055,0.1338798038941427,-0.2579820639564683,1
6203,6.808284840015752,10.741217368825312,23.34725817188524,28.4251845428629,4,3,3,10.008331790584542,17.23939873549237,14.35656438975534,5,65.06742827797649,0.1112281047890526,2.6647154950116194,1
6237,2.0214131841649943,11.39930985307822,34.383076741738165,35.09297149126854,4,3,3,20.58251373692956,17.5099680156769,21.67801973835613,5,64.81938336581922,0.1015220109273333,4.40791097085233,1
6248,3.689778648100869,13.474534648523116,13.854376820977226,35.94926779919476,2,4,4,18.19014620298758,25.056966568365358,21.899169836841143,6,58.24275419313848,0.1085387180923622,4.137487169100389,1
6278,1.638902580009207,4.177323207299097,15.833870024576038,26.45121938422411,4,2,4,11.360014788202308,13.732674985649012,22.93950842516589,6,47.99019578612805,0.1326095073029402,0.6052450027363151,1
6309,2.957116375050896,10.470872311065728,14.5960243226882,28.211220453596887,4,2,4,17.369412639962864,16.221330769036424,21.292528163143487,8,51.67273330380992,0.1226850324960026,4.216020148281968,1
6351,1.996147801228036,5.405299857802988,25.33527207392022,25.933822772261827,4,3,3,16.480350521943798,15.579834812065757,12.118025454600655,6,35.90912719604987,0.1897333995605351,2.447780617118973,1
6356,4.358159330540763,3.5134052684133112,4.994767908694978,19.7555123457782,4,2,4,17.794447852285476,18.629332385343893,21.2800112589798,5,33.33809003945822,0.2166267152246789,3.732848372730608,0
6377,3.99015955239302,8.441091133662447,24.58517610330092,27.41746840871618,3,4,3,18.766662921911287,20.35640044776349,18.40373149537298,6,75.39932504910885,0.096757132667292,2.496108678356985,1
6447,9.399223228197338,22.95717783681798,25.03544750599325,40.856049680680485,3,4,3,14.37290599506397,31.344774777900053,21.00865515768278,4,93.03658910700194,0.0785880889714119,0.957964195264698,1
6493,0.9824301816316904,5.713811677885094,15.556391037857637,29.39310532209918,3,4,3,20.55438887507885,21.243141246125525,23.160271625811657,8,77.47929993050124,0.0925148351544504,-2.4615096713094813,0
6497,4.176613491479091,5.630149653318604,18.01097676938901,29.534939149109025,4,3,3,19.476043472984124,20.871640833462884,22.95840781792401,5,67.6451194370712,0.1020726227023059,2.859189629321398,0
6785,11.10366243994575,19.89351401196745,24.559324532029443,38.876037717170576,3,4,3,18.385334534687253,30.62570394469659,18.436552228460396,3,85.29941038815576,0.0856136622653665,-0.4709399926228153,1
6822,4.2269394299055305,5.070292789316207,25.17000289556421,28.176573082678303,4,4,2,16.0588806536766,30.451694717765545,13.516527068525264,4,40.12135535678591,0.178594800215034,-1.036776854935685,1
6843,1.4066066599376694,7.314707242136724,10.4137244372655,17.625319298783737,4,4,2,15.148698031757595,25.429232906942683,23.212518838446037,9,53.51329957835616,0.135959331570339,-0.4024760569159853,1
6873,2.0129250084127133,1.305239339357683,16.639985192562143,20.394867583624283,5,3,2,13.144804260942813,25.426628681493334,17.298966657706536,6,43.84107662801989,0.166530099697074,-1.743716835406815,0
6890,2.6695414044688213,2.632977126007459,21.775250015937125,23.737614822792874,5,2,3,23.34044823855566,16.491216548473204,28.693974126548422,7,60.53623540335361,0.1205921800062719,1.8804502455584675,1
6943,16.37706825723553,22.66553830955661,33.295380420142266,44.60668843560644,3,4,3,17.474750375721392,18.00349368984381,21.453778471916632,2,84.42417954269716,0.0861071350285028,0.6416986898041567,1
6976,4.274488696554287,12.034198891284584,20.650595375811378,31.808333983361944,4,2,4,19.585110752924614,12.185409264980636,21.624008606309022,5,70.65754345350355,0.099789102049513,1.3563594373575425,1
7022,1.7453744627877452,1.2078836644178004,15.897725535416102,17.470599610396583,5,3,2,12.54647913652204,22.62428673141922,19.548438366337702,8,53.08031632351853,0.136258074788567,0.5323212480536714,0
7091,1.5062542565549346,4.226515209844592,31.745883806376906,42.015061975361206,2,6,2,11.125170919854668,27.047016669916587,22.165944895576093,2,81.32411150544252,0.0855798926993468,-1.15936341701566,0
7759,1.6857860008819752,11.738730717783094,38.07153036430497,48.23943936098306,5,3,2,25.384233358297173,34.13115710814913,19.7330510359207,3,58.66985140544403,0.1051292960689608,3.373397593123213,1
7783,7.245190444303696,11.12806477755951,35.742370977378975,41.78423853548225,5,3,2,21.480665707098908,26.19909253871829,20.878337350572306,5,63.71922488597342,0.1051171125643716,0.1008275931396504,1
7820,2.6956379442651177,7.901701713847304,19.479965606315417,32.20909018310446,3,3,4,12.217214396958678,27.46787274559483,30.15926549732549,4,60.88321658517653,0.109356921035785,3.56352775570121,1
7836,7.058728040914772,13.963834474021624,36.36573559740063,38.50088689227481,4,3,3,21.33059049402472,25.076462812708165,15.79015681414495,4,72.56754474181425,0.093840183402569,2.525075438160457,1
7902,7.830958064718228,15.26243985976131,28.045859636919594,37.29939451755164,3,3,4,14.567340533154963,16.806791158264705,22.279483882230718,4,81.075688954609,0.0902012822073041,-1.480131587392539,1
7959,0.8646217238486356,3.191134833597008,27.37609825390797,28.76304112796193,4,3,3,11.317212158524445,14.487128309797557,20.01204091735157,4,46.93864244901685,0.131166763063257,-2.630072247096959,0
7985,2.0471484073466644,2.7498876789844404,27.51031360801931,39.89743978481693,3,4,3,5.176070111809276,26.8814384893935,22.489096700016525,7,74.07436794670808,0.0945700417296047,0.0789392524931669,1
8039,9.024970339806329,6.753398660450409,21.3031008721942,22.95208624991558,5,2,3,25.96985039882412,7.976856998131219,19.296244766945343,5,63.62845400632044,0.114802825863903,1.1484728862314098,1
8088,0.9879774470298308,10.682862105137255,35.22752517047885,39.10150458166597,4,3,3,19.511839938133985,24.84227250920701,18.24486722875098,1,36.75784911781511,0.1368489586652852,0.349860469012358,1
8118,1.3528988895474232,5.42914861633308,24.38254679252321,26.69497585396252,4,3,3,10.748811129125626,23.29577824331595,25.801700145572436,5,34.37551315557292,0.1740948441557067,-0.2235898017240717,0
8138,6.119766842118394,12.060835679539254,24.723135567315445,41.825020865354425,4,2,4,22.045473546882743,11.460247047633604,33.40558939379151,5,87.33465042891206,0.0816162875089099,2.933039780333371,1
8217,11.283478354432583,17.826047440846047,30.18121868327673,40.11792184543279,4,2,4,20.919353398228964,18.72072418168657,23.45861912652428,3,88.85100596059507,0.0823283881076717,-0.8267027082904004,1
8279,0.4499380157892081,4.089285961717992,16.95289925106361,31.499902976164936,3,4,3,10.301756014070955,22.10005722803639,14.870788318621845,5,44.0820281891006,0.1530675550076571,0.6941980812665113,1
8348,2.659443908789848,7.02424152056869,29.188481152317667,44.544270173549535,4,4,2,15.903783839183196,18.719236650261497,19.609217608713028,4,40.35576139352315,0.1142623441597059,2.407268480590522,1
8364,10.359624564887238,15.25493143888296,31.65229672444612,31.912656910859347,3,5,2,12.044246334668465,25.94230031825586,23.58433200494444,4,54.08752547256408,0.1151461180984513,5.130290432787409,0
8432,1.3481549978438256,3.499450165149222,23.991285548305928,25.550387532671348,3,5,2,7.247884983680991,21.29540556450632,10.434605595380468,5,56.74224626720624,0.1248433307922542,3.037456007751309,0
8543,0.8338094700862831,7.669782811176367,12.87921540905816,19.765612712670087,4,3,3,17.24553360618985,11.380588516231125,32.71976243888787,6,43.7340794355468,0.1669859262870374,-2.1711784086594,1
8579,7.792472610647069,11.94122407215758,13.009198217790454,28.54192398803261,2,5,3,8.013354780517647,19.67765044701219,29.98965229461592,6,46.11597497824677,0.140223067709187,-0.5575811238883891,1
8583,0.1078796147689454,3.2472728387387773,15.933656750748955,25.68278760342721,3,4,3,10.361725981490526,20.612665089296897,32.16875805488372,6,31.85054651574952,0.2048047880526001,-0.206732899028133,0
8604,1.297804339217956,10.724124089599238,25.01784035555625,37.01739567248448,4,3,3,19.769684225258818,30.47842110569997,19.927757451275824,6,82.73583502128905,0.0867027435202506,1.0321840222640828,1
8628,2.982783170384753,10.19774461519581,16.69858065367078,39.37564326692058,3,3,4,14.05010281432614,19.89011808158923,35.484287150323034,6,89.0962922369042,0.0809373664140468,1.8170042615456856,0
8990,2.110528356931751,9.158127700607617,31.872416043306306,34.02134276183844,5,2,3,16.29603064310584,14.393754753660946,34.247308201910904,5,81.99863438522326,0.0823396652737143,3.4295306947538537,1
9001,1.9786063009052568,10.392650974677558,26.60107188272384,35.507831074322006,5,3,2,18.238908880909182,22.785570639990578,33.794404567081564,4,77.35372171631404,0.0864157300244572,4.44801138676489,0
9030,1.34375884183318,7.029817715889428,14.476165822952824,34.84068076606335,4,4,2,17.864391133452592,15.686583777357225,11.630694378881262,5,42.02387328318904,0.1237322381728959,-2.577671882328669,0
9037,2.7344354147958616,0.775880751057771,12.430199042512088,26.449824289677505,4,4,2,16.140243984942522,15.789830954951164,12.540325766491623,7,38.17173984119036,0.160026581779371,2.21945057688828,0
9113,1.616531768139787,2.2979237403541286,21.830448768726622,32.848337454846465,5,2,3,23.95304360423854,25.5221552477962,25.77740257484312,3,37.05168069504585,0.1939780917769862,2.0010060861171577,1
9755,5.080319062789107,4.303018583911147,17.952898883656278,27.178757936426173,4,3,3,15.336543929465783,18.106717511981053,28.623054473816083,10,85.8260419165333,0.0852334333508344,-0.7508779037908615,0
9774,6.702174882660651,15.07875993060586,20.341024858976148,35.07351343256624,4,3,3,19.73373329046722,18.898366730124277,21.34149377227886,3,46.42408789230576,0.1516993309142281,5.02755513022809,1
9777,8.526932115408547,4.167928776562637,24.800201682857804,26.836711666835534,4,3,3,20.00749031939258,18.710804278117774,21.95186170693775,4,36.60921395322705,0.1831120789184357,-5.073835592827083,1
9816,2.265672116250145,2.320599380285042,20.21720355261752,25.90609541176828,4,3,3,13.626351607798334,25.23902727496681,17.955127110349135,3,34.65841040653279,0.1835067865552562,1.7318055474923495,1
9821,9.19863689116838,13.39782945310434,33.599541823080045,38.64503258958746,5,2,3,22.53673285442526,10.659293742602962,17.88073252789809,1,35.80720529969573,0.1281118070250551,1.2875291320149789,1
9827,1.2161196290286374,3.1343428912549824,25.88368103387367,28.709603487851982,5,2,3,22.23562882121762,9.235313321112097,17.741121546505713,4,33.52603541177907,0.1760531330960648,2.894465016292584,1
9831,9.146943676511844,13.69739936955337,33.68485919797138,40.47068604834495,5,2,3,22.13940097855165,8.552037456943944,17.6926552339253,1,35.15344931928001,0.1151920037208314,2.9114772219619067,1
9844,2.100376927092109,6.544654823757038,30.905458694920927,32.27988939426777,5,2,3,21.66566231323379,7.2128481057097025,17.99628845933449,2,37.354148776331634,0.1405882259431357,2.5088544785880176,1
9856,2.534168161457869,7.6092576018072995,32.47069878521052,35.73192627572257,5,2,3,20.37074463467205,6.671354134278012,18.791656946663235,3,37.30076973302141,0.1223362744152013,1.3141323258619335,1
9904,2.2266740015246005,3.582807333368832,16.171760527467214,25.787042421007293,3,4,3,10.068212999146589,25.21329042487701,21.897714507464404,4,32.46132552641624,0.1681620664343631,1.301084008318628,1
10328,2.89968586017127,8.121659126667067,27.367873257423483,40.79208907446997,2,5,3,15.411326101067155,30.124858951412413,21.59434143198341,3,53.70841621711622,0.1245487116769481,0.4043422923524255,1
10387,0.908275117856032,5.596882721474955,23.630963360673466,32.32231171636112,5,2,3,22.468102848476768,15.477730743773924,22.34768151593628,7,46.14446327003494,0.1433609639616677,1.9437198908523,0
10848,4.117339089155571,11.537869446475169,23.92224597152073,39.16214964601222,5,2,3,35.391815150434795,28.59298309479193,26.940949086047244,6,93.65254281459016,0.0780684269158436,-0.3083607686241835,1
10872,9.396679287731136,7.990151450267368,31.26991027968129,34.95592576741163,4,3,3,27.812283398878076,33.043604031119955,25.180271867612447,4,90.12663585333355,0.0780810891561985,1.926952232557613,0
11046,0.6912921271983077,7.355157353353436,20.65521992510803,35.52724217826732,4,3,3,22.158436975457743,28.39359834343618,21.553977801592858,6,87.33574486066517,0.0794324409467131,1.60738702994216,1
11053,6.176784987276557,12.049458038110611,15.987152633502042,33.18800828216657,3,4,3,18.901970992332117,10.960620360077552,33.35441146016959,5,89.925884716559,0.0806371486288153,0.6956668453862116,1
11083,2.9881450694374294,8.938804155977778,24.488409884843342,38.004900752852,4,2,4,21.865449058494946,18.110450276100025,34.087392200883514,6,95.99289033729882,0.0733393727741437,-4.961592999749216,0
11102,4.896555809676387,11.988293277267369,23.15921296120415,39.62897538126088,2,4,4,17.795188778099305,23.136006727664824,30.826293033872798,6,99.99598997120376,0.0730618444432362,-0.0312211503365739,0
11137,2.774842887146753,6.573276747715355,7.665328499522981,22.4906369929554,4,4,2,19.25943343138829,22.55143452706132,20.29271708569376,7,21.811281808002025,0.298225020827715,-0.2988337833637153,1
